State,County,Diocese,DioceseState,AlsoIn
NE,boyd,Archdiocese of Omaha,NE,
NE,brown,Diocese of Grand Island,NE,
NE,buffalo,Diocese of Grand Island,NE,
NE,burt,Archdiocese of Omaha,NE,
NE,butler,Diocese of Lincoln,NE,
NE,cass,Diocese of Lincoln,NE,
NE,cedar,Archdiocese of Omaha,NE,
NE,chase,Diocese of Lincoln,NE,
NE,cherry,Diocese of Grand Island,NE,
NE,cheyenne,Diocese of Grand Island,NE,
NE,clay,Diocese of Lincoln,NE,
NE,colfax,Archdiocese of Omaha,NE,
NE,cuming,Archdiocese of Omaha,NE,
NE,custer,Diocese of Grand Island,NE,
NE,dakota,Archdiocese of Omaha,NE,
NE,dawes,Diocese of Grand Island,NE,
NE,dawson,Diocese of Grand Island,NE,Diocese of Lincoln
NE,deuel,Diocese of Grand Island,NE,Diocese of Lincoln
NE,dixon,Archdiocese of Omaha,NE,
NE,dodge,Archdiocese of Omaha,NE,
NE,douglas,Archdiocese of Omaha,NE,
NE,dundy,Diocese of Lincoln,NE,
NE,fillmore,Diocese of Lincoln,NE,
NE,franklin,Diocese of Lincoln,NE,
NE,frontier,Diocese of Lincoln,NE,
NE,furnas,Diocese of Lincoln,NE,
NE,gage,Diocese of Lincoln,NE,
NE,garden,Diocese of Grand Island,NE,
NE,garfield,Diocese of Grand Island,NE,
NE,gosper,Diocese of Lincoln,NE,
NE,grant,Diocese of Grand Island,NE,
NE,greeley,Diocese of Grand Island,NE,
NE,hall,Diocese of Grand Island,NE,Diocese of Lincoln
NE,hamilton,Diocese of Lincoln,NE,
NE,harlan,Diocese of Lincoln,NE,
NE,hayes,Diocese of Lincoln,NE,
NE,hitchcock,Diocese of Lincoln,NE,
NE,holt,Archdiocese of Omaha,NE,
NE,hooker,Diocese of Grand Island,NE,
NE,howard,Diocese of Grand Island,NE,
NE,jefferson,Diocese of Lincoln,NE,
NE,johnson,Diocese of Lincoln,NE,
NE,kearney,Diocese of Lincoln,NE,
NE,keith,Diocese of Grand Island,NE,Diocese of Lincoln
NE,keya paha,Diocese of Grand Island,NE,
NE,kimball,Diocese of Grand Island,NE,
NE,knox,Archdiocese of Omaha,NE,
NE,lancaster,Diocese of Lincoln,NE,
NE,lincoln,Diocese of Lincoln,NE,Diocese of Grand Island
NE,logan,Diocese of Grand Island,NE,
NE,loup,Diocese of Grand Island,NE,
NE,madison,Archdiocese of Omaha,NE,
NE,mcpherson,Diocese of Grand Island,NE,
NE,merrick,Archdiocese of Omaha,NE,
NE,morrill,Diocese of Grand Island,NE,
NE,nance,Archdiocese of Omaha,NE,
NE,nemaha,Diocese of Lincoln,NE,
NE,nuckolls,Diocese of Lincoln,NE,
NE,otoe,Diocese of Lincoln,NE,
NE,pawnee,Diocese of Lincoln,NE,
NE,perkins,Diocese of Lincoln,NE,
NE,phelps,Diocese of Lincoln,NE,
NE,pierce,Archdiocese of Omaha,NE,
NE,platte,Archdiocese of Omaha,NE,
NE,polk,Diocese of Lincoln,NE,
NE,red willow,Diocese of Lincoln,NE,
NE,richardson,Diocese of Lincoln,NE,
NE,rock,Diocese of Grand Island,NE,
NE,saline,Diocese of Lincoln,NE,
NE,sarpy,Archdiocese of Omaha,NE,
NE,saunders,Diocese of Lincoln,NE,
NE,scotts bluff,Diocese of Grand Island,NE,
NE,seward,Diocese of Lincoln,NE,
NE,sheridan,Diocese of Grand Island,NE,
NE,sherman,Diocese of Grand Island,NE,
NE,sioux,Diocese of Grand Island,NE,
NE,stanton,Archdiocese of Omaha,NE,
NE,thayer,Diocese of Lincoln,NE,
NE,thomas,Diocese of Grand Island,NE,
NE,thurston,Archdiocese of Omaha,NE,
NE,valley,Diocese of Grand Island,NE,
NE,washington,Archdiocese of Omaha,NE,
NE,wayne,Archdiocese of Omaha,NE,
NE,webster,Diocese of Lincoln,NE,
NE,wheeler,Diocese of Grand Island,NE,
NE,york,Diocese of Lincoln,NE,
NH,belknap,Diocese of Manchester,NH,
NH,carroll,Diocese of Manchester,NH,
NH,cheshire,Diocese of Manchester,NH,
NH,coos,Diocese of Manchester,NH,
NH,grafton,Diocese of Manchester,NH,
NH,hillsborough,Diocese of Manchester,NH,
NH,merrimack,Diocese of Manchester,NH,
NH,rockingham,Diocese of Manchester,NH,
NH,strafford,Diocese of Manchester,NH,
NH,sullivan,Diocese of Manchester,NH,
NJ,atlantic,Diocese of Camden,NJ,
NJ,bergen,Archdiocese of Newark,NJ,
NJ,burlington,Diocese of Trenton,NJ,
NJ,camden,Diocese of Camden,NJ,
NJ,cape may,Diocese of Camden,NJ,
NJ,cumberland,Diocese of Camden,NJ,
NJ,essex,Archdiocese of Newark,NJ,
NJ,gloucester,Diocese of Camden,NJ,
NJ,hudson,Archdiocese of Newark,NJ,
NJ,hunterdon,Diocese of Metuchen,NJ,
NJ,mercer,Diocese of Trenton,NJ,
NJ,middlesex,Diocese of Metuchen,NJ,
NJ,monmouth,Diocese of Trenton,NJ,
NJ,morris,Diocese of Paterson,NJ,
NJ,ocean,Diocese of Trenton,NJ,
NJ,passaic,Diocese of Paterson,NJ,
NJ,salem,Diocese of Camden,NJ,
NJ,somerset,Diocese of Metuchen,NJ,
NJ,sussex,Diocese of Paterson,NJ,
NJ,union,Archdiocese of Newark,NJ,
NJ,warren,Diocese of Metuchen,NJ,
NM,bernalillo,Archdiocese of Santa Fe,NM,Diocese of Gallup
NM,catron,Diocese of Gallup,NM,
NM,chaves,Diocese of Las Cruces,NM,
NM,cibola,Diocese of Gallup,NM,
NM,colfax,Archdiocese of Santa Fe,NM,
NM,curry,Archdiocese of Santa Fe,NM,
NM,de baca,Archdiocese of Santa Fe,NM,
NM,dona ana,Diocese of Las Cruces,NM,
NM,eddy,Diocese of Las Cruces,NM,
NM,grant,Diocese of Las Cruces,NM,
NM,guadalupe,Archdiocese of Santa Fe,NM,
NM,harding,Archdiocese of Santa Fe,NM,
NM,hidalgo,Diocese of Las Cruces,NM,
NM,lea,Diocese of Las Cruces,NM,
NM,lincoln,Diocese of Las Cruces,NM,
NM,los alamos,Archdiocese of Santa Fe,NM,
NM,luna,Diocese of Las Cruces,NM,
NM,mckinley,Diocese of Gallup,NM,
NM,mora,Archdiocese of Santa Fe,NM,
NM,otero,Diocese of Las Cruces,NM,
NM,quay,Archdiocese of Santa Fe,NM,
NM,rio arriba,Archdiocese of Santa Fe,NM,Diocese of Gallup
NM,roosevelt,Archdiocese of Santa Fe,NM,
NM,san juan,Diocese of Gallup,NM,
NM,san miguel,Archdiocese of Santa Fe,NM,
NM,sandoval,Archdiocese of Santa Fe,NM,Diocese of Gallup
NM,santa fe,Archdiocese of Santa Fe,NM,
NM,sierra,Diocese of Las Cruces,NM,
NM,socorro,Archdiocese of Santa Fe,NM,
NM,taos,Archdiocese of Santa Fe,NM,
NM,torrance,Archdiocese of Santa Fe,NM,
NM,union,Archdiocese of Santa Fe,NM,
NM,valencia,Archdiocese of Santa Fe,NM,Diocese of Gallup
NV,carson city,Diocese of Reno,NV,
NV,churchill,Diocese of Reno,NV,
NV,clark,Archdiocese of Las Vegas,NV,
NV,douglas,Diocese of Reno,NV,
NV,elko,Diocese of Reno,NV,
NV,esmeralda,Archdiocese of Las Vegas,NV,
NV,eureka,Diocese of Reno,NV,
NV,humboldt,Diocese of Reno,NV,
NV,lander,Diocese of Reno,NV,
NV,lincoln,Archdiocese of Las Vegas,NV,
NV,lyon,Diocese of Reno,NV,
NV,mineral,Diocese of Reno,NV,
NV,nye,Archdiocese of Las Vegas,NV,
NV,pershing,Diocese of Reno,NV,
NV,storey,Diocese of Reno,NV,
NV,washoe,Diocese of Reno,NV,
NV,white pine,Archdiocese of Las Vegas,NV,
NY,albany,Diocese of Albany,NY,
NY,allegany,Diocese of Buffalo,NY,
NY,bronx,Archdiocese of New York,NY,
NY,broome,Diocese of Syracuse,NY,
NY,cattaraugus,Diocese of Buffalo,NY,
NY,cayuga,Diocese of Rochester,NY,
NY,chautauqua,Diocese of Buffalo,NY,
NY,chemung,Diocese of Rochester,NY,
NY,chenango,Diocese of Syracuse,NY,
NY,clinton,Diocese of Ogdensburg,NY,
NY,columbia,Diocese of Albany,NY,
NY,cortland,Diocese of Syracuse,NY,
NY,delaware,Diocese of Albany,NY,
NY,dutchess,Archdiocese of New York,NY,
NY,erie,Diocese of Buffalo,NY,
NY,essex,Diocese of Ogdensburg,NY,
NY,franklin,Diocese of Ogdensburg,NY,
NY,fulton,Diocese of Albany,NY,
NY,genesee,Diocese of Buffalo,NY,
NY,greene,Diocese of Albany,NY,
NY,hamilton,Diocese of Ogdensburg,NY,Diocese of Albany
NY,herkimer,Diocese of Albany,NY,Diocese of Ogdensburg
NY,jefferson,Diocese of Ogdensburg,NY,
NY,kings,Diocese of Brooklyn,NY,
NY,lewis,Diocese of Ogdensburg,NY,
NY,livingston,Diocese of Rochester,NY,
NY,madison,Diocese of Syracuse,NY,
NY,monroe,Diocese of Rochester,NY,
NY,montgomery,Diocese of Albany,NY,
NY,nassau,Diocese of Rockville Centre,NY,
NY,new york,Archdiocese of New York,NY,
NY,niagara,Diocese of Buffalo,NY,
