State,Place,Diocese,DioceseState
FL,pinellas park,Diocese of St. Petersburg,FL
FL,pinewood,Archdiocese of Miami,FL
FL,placid lakes,Diocese of Venice in Florida,FL
FL,plant city,Diocese of St. Petersburg,FL
FL,poinciana,Diocese of Orlando,FL
FL,point baker,Diocese of Pensacola–Tallahassee,FL
FL,polk city,Diocese of Orlando,FL
FL,pomona park,Diocese of St. Augustine,FL
FL,pompano beach,Archdiocese of Miami,FL
FL,pompano beach highlands,Archdiocese of Miami,FL
FL,ponce de leon,Diocese of Pensacola–Tallahassee,FL
FL,ponce inlet,Diocese of Orlando,FL
FL,ponte vedra beach,Diocese of St. Augustine,FL
FL,port charlotte,Diocese of Venice in Florida,FL
FL,port labelle,Diocese of Venice in Florida,FL
FL,port orange,Diocese of Orlando,FL
FL,port richey,Diocese of St. Petersburg,FL
FL,port salerno,Diocese of Palm Beach,FL
FL,port st joe,Diocese of Pensacola–Tallahassee,FL
FL,port st john,Diocese of Orlando,FL
FL,port st lucie,Diocese of Palm Beach,FL
FL,pretty bayou,Diocese of Pensacola–Tallahassee,FL
FL,princeton,Archdiocese of Miami,FL
FL,progress village,Diocese of St. Petersburg,FL
FL,punta gorda,Diocese of Venice in Florida,FL
FL,punta gorda isles,Diocese of Venice in Florida,FL
FL,punta rassa,Diocese of Venice in Florida,FL
FL,quail ridge,Diocese of St. Petersburg,FL
FL,quincy,Diocese of Pensacola–Tallahassee,FL
FL,raleigh,Diocese of St. Augustine,FL
FL,reddick,Diocese of Orlando,FL
FL,redington beach,Diocese of St. Petersburg,FL
FL,redington shores,Diocese of St. Petersburg,FL
FL,richmond heights,Archdiocese of Miami,FL
FL,richmond west,Archdiocese of Miami,FL
FL,ridge manor,Diocese of St. Petersburg,FL
FL,ridge wood heights,Diocese of Venice in Florida,FL
FL,ridgecrest,Diocese of St. Petersburg,FL
FL,rio,Diocese of Palm Beach,FL
FL,river park,Diocese of Palm Beach,FL
FL,riverview,Diocese of St. Petersburg,FL
FL,riviera beach,Diocese of Palm Beach,FL
FL,rock island,Archdiocese of Miami,FL
FL,rockledge,Diocese of Orlando,FL
FL,roeville,Diocese of Pensacola–Tallahassee,FL
FL,roosevelt gardens,Archdiocese of Miami,FL
FL,roseland,Diocese of Palm Beach,FL
FL,rotonda west,Diocese of Venice in Florida,FL
FL,royal palm beach,Diocese of Palm Beach,FL
FL,royal palm estates,Diocese of Palm Beach,FL
FL,ruskin,Diocese of St. Petersburg,FL
FL,safety harbor,Diocese of St. Petersburg,FL
FL,samoset,Diocese of Venice in Florida,FL
FL,samsulaspruce creek,Diocese of Orlando,FL
FL,san antonio,Diocese of St. Petersburg,FL
FL,san carlos park,Diocese of Venice in Florida,FL
FL,sandalfoot cove,Diocese of Palm Beach,FL
FL,sanford,Diocese of Orlando,FL
FL,sanibel,Diocese of Venice in Florida,FL
FL,santa rosa beach,Diocese of Pensacola–Tallahassee,FL
FL,sarasota,Diocese of Venice in Florida,FL
FL,sarasota springs,Diocese of Venice in Florida,FL
FL,satellite beach,Diocese of Orlando,FL
FL,sawgrass,Diocese of St. Augustine,FL
FL,schall circle,Diocese of Palm Beach,FL
FL,scott lake,Archdiocese of Miami,FL
FL,sea ranch lakes,Archdiocese of Miami,FL
FL,seaside,Diocese of Pensacola–Tallahassee,FL
FL,sebastian,Diocese of Palm Beach,FL
FL,sebring,Diocese of Venice in Florida,FL
FL,seffner,Diocese of St. Petersburg,FL
FL,seminole,Diocese of St. Petersburg,FL
FL,seminole manor,Diocese of Palm Beach,FL
FL,seville,Diocese of Orlando,FL
FL,sewalls point,Diocese of Palm Beach,FL
FL,shady hills,Diocese of St. Petersburg,FL
FL,shalimar,Diocese of Pensacola–Tallahassee,FL
FL,sharpes,Diocese of Orlando,FL
FL,siesta key,Diocese of Venice in Florida,FL
FL,silver lake,Diocese of Orlando,FL
FL,silver springs,Diocese of Orlando,FL
FL,silver springs shores,Diocese of Orlando,FL
FL,sky lake,Diocese of Orlando,FL
FL,sneads,Diocese of Pensacola–Tallahassee,FL
FL,solana,Diocese of Venice in Florida,FL
FL,sopchoppy,Diocese of Pensacola–Tallahassee,FL
FL,sorrento,Diocese of Orlando,FL
FL,south apopka,Diocese of Orlando,FL
FL,south bay,Diocese of Palm Beach,FL
FL,south beach,Diocese of Palm Beach,FL
FL,south bradenton,Diocese of Venice in Florida,FL
FL,south brooksville,Diocese of St. Petersburg,FL
FL,south daytona,Diocese of Orlando,FL
FL,south gate ridge,Diocese of Venice in Florida,FL
FL,south highpoint,Diocese of St. Petersburg,FL
FL,south miami,Archdiocese of Miami,FL
FL,south miami heights,Archdiocese of Miami,FL
FL,south palm beach,Diocese of Palm Beach,FL
FL,south pasadena,Diocese of St. Petersburg,FL
FL,south patrick shores,Diocese of Orlando,FL
FL,south sarasota,Diocese of Venice in Florida,FL
FL,south venice,Diocese of Venice in Florida,FL
FL,southchase,Diocese of Orlando,FL
FL,southeast arcadia,Diocese of Venice in Florida,FL
FL,southgate,Diocese of Venice in Florida,FL
FL,southwest ranches,Archdiocese of Miami,FL
FL,spring hill,Diocese of St. Petersburg,FL
FL,spring lake,Diocese of St. Petersburg,FL
FL,springfield,Diocese of Pensacola–Tallahassee,FL
FL,st augustine,Diocese of St. Augustine,FL
FL,st augustine beach,Diocese of St. Augustine,FL
FL,st augustine shores,Diocese of St. Augustine,FL
FL,st augustine south,Diocese of St. Augustine,FL
FL,st cloud,Diocese of Orlando,FL
FL,st george,Diocese of St. Petersburg,FL
FL,st james city,Diocese of Venice in Florida,FL
FL,st leo,Diocese of St. Petersburg,FL
FL,st lucie,Diocese of Palm Beach,FL
FL,st pete beach,Diocese of St. Petersburg,FL
FL,st petersburg,Diocese of St. Petersburg,FL
FL,stacey street,Diocese of Palm Beach,FL
FL,starke,Diocese of St. Augustine,FL
FL,steinhatchee,Diocese of Pensacola–Tallahassee,FL
FL,stock island,Archdiocese of Miami,FL
FL,stuart,Diocese of Palm Beach,FL
FL,sugarmill woods,Diocese of St. Petersburg,FL
FL,sun city center,Diocese of St. Petersburg,FL
FL,suncoast estates,Diocese of Venice in Florida,FL
FL,sunny isles beach,Archdiocese of Miami,FL
FL,sunrise,Archdiocese of Miami,FL
FL,sunset,Archdiocese of Miami,FL
FL,sunshine ranches,Archdiocese of Miami,FL
FL,surfside,Archdiocese of Miami,FL
FL,sweetwater,Archdiocese of Miami,FL
FL,taft,Diocese of Orlando,FL
FL,tallahassee,Diocese of Pensacola–Tallahassee,FL
FL,tamarac,Archdiocese of Miami,FL
FL,tamiami,Archdiocese of Miami,FL
FL,tampa,Diocese of St. Petersburg,FL
FL,tangelo park,Diocese of Orlando,FL
FL,tangerine,Diocese of Orlando,FL
FL,tarpon springs,Diocese of St. Petersburg,FL
FL,tavares,Diocese of Orlando,FL
FL,tavernier,Archdiocese of Miami,FL
FL,taylor creek,Diocese of Palm Beach,FL
FL,tedder,Archdiocese of Miami,FL
FL,temple terrace,Diocese of St. Petersburg,FL
FL,tequesta,Diocese of Palm Beach,FL
FL,terra mar,Archdiocese of Miami,FL
FL,the acreage,Diocese of Palm Beach,FL
FL,the crossings,Archdiocese of Miami,FL
FL,the hammocks,Archdiocese of Miami,FL
FL,the meadows,Diocese of Venice in Florida,FL
FL,the villages,Diocese of Orlando,FL
FL,thonotosassa,Diocese of St. Petersburg,FL
FL,three lakes,Archdiocese of Miami,FL
FL,three oaks,Diocese of Venice in Florida,FL
FL,tice,Diocese of Venice in Florida,FL
FL,tierra verde,Diocese of St. Petersburg,FL
FL,tiger point,Diocese of Pensacola–Tallahassee,FL
FL,tildenville,Diocese of Orlando,FL
FL,timber pines,Diocese of St. Petersburg,FL
FL,titusville,Diocese of Orlando,FL
FL,town n country,Diocese of St. Petersburg,FL
FL,treasure island,Diocese of St. Petersburg,FL
FL,trenton,Diocese of St. Augustine,FL
FL,trilby,Diocese of St. Petersburg,FL
FL,trinity,Diocese of St. Petersburg,FL
FL,twin lakes,Archdiocese of Miami,FL
FL,tyndall air force base,Diocese of Pensacola–Tallahassee,FL
FL,umatilla,Diocese of Orlando,FL
FL,union park,Diocese of Orlando,FL
FL,university,Diocese of St. Petersburg,FL
FL,university park,Archdiocese of Miami,FL
FL,upper grand lagoon,Diocese of Pensacola–Tallahassee,FL
FL,utopia,Diocese of Venice in Florida,FL
FL,valparaiso,Diocese of Pensacola–Tallahassee,FL
FL,valrico,Diocese of St. Petersburg,FL
FL,vamo,Diocese of Venice in Florida,FL
FL,venice,Diocese of Venice in Florida,FL
FL,venice gardens,Diocese of Venice in Florida,FL
FL,vernon,Diocese of Pensacola–Tallahassee,FL
FL,vero beach,Diocese of Palm Beach,FL
FL,vero beach south,Diocese of Palm Beach,FL
FL,verona walk,Diocese of Venice in Florida,FL
FL,viera east,Diocese of Orlando,FL
FL,viera west,Diocese of Orlando,FL
FL,villages of oriole,Diocese of Palm Beach,FL
FL,villano beach,Diocese of St. Augustine,FL
FL,villas,Diocese of Venice in Florida,FL
FL,vineyards,Diocese of Venice in Florida,FL
FL,virginia gardens,Archdiocese of Miami,FL
FL,wabasso,Diocese of Palm Beach,FL
FL,wabasso beach,Diocese of Palm Beach,FL
FL,wacissa,Diocese of Pensacola–Tallahassee,FL
FL,wahneta,Diocese of Orlando,FL
FL,waldo,Diocese of St. Augustine,FL
FL,wallace,Diocese of Pensacola–Tallahassee,FL
FL,warm mineral springs,Diocese of Venice in Florida,FL
FL,warrington,Diocese of Pensacola–Tallahassee,FL
FL,washington park,Archdiocese of Miami,FL
FL,watertown,Diocese of St. Augustine,FL
FL,wauchula,Diocese of Venice in Florida,FL
FL,wausau,Diocese of Pensacola–Tallahassee,FL
FL,waverly,Diocese of Orlando,FL
FL,webster,Diocese of Orlando,FL
FL,wedgefield,Diocese of Orlando,FL
FL,weeki wachee gardens,Diocese of St. Petersburg,FL
FL,wekiwa springs,Diocese of Orlando,FL
FL,welaka,Diocese of St. Augustine,FL
FL,wellborn,Diocese of St. Augustine,FL
FL,wellington,Diocese of Palm Beach,FL
FL,wesley chapel,Diocese of St. Petersburg,FL
FL,west and east lealman,Diocese of St. Petersburg,FL
FL,west bradenton,Diocese of Venice in Florida,FL
FL,west deland,Diocese of Orlando,FL
FL,west gate,Diocese of Palm Beach,FL
FL,west little river,Archdiocese of Miami,FL
FL,west melbourne,Diocese of Orlando,FL
FL,west miami,Archdiocese of Miami,FL
FL,west palm beach,Diocese of Palm Beach,FL
FL,west park,Archdiocese of Miami,FL
FL,west pensacola,Diocese of Pensacola–Tallahassee,FL
FL,west perrine,Archdiocese of Miami,FL
FL,west samoset,Diocese of Venice in Florida,FL
FL,west vero corridor,Diocese of Palm Beach,FL
FL,westchase,Diocese of St. Petersburg,FL
FL,westchester,Archdiocese of Miami,FL
FL,weston,Archdiocese of Miami,FL
FL,westview,Archdiocese of Miami,FL
FL,westwood lake,Archdiocese of Miami,FL
FL,wewahitchka,Diocese of Pensacola–Tallahassee,FL
FL,whiskey creek,Diocese of Venice in Florida,FL
FL,white city,Diocese of Palm Beach,FL
FL,white springs,Diocese of St. Augustine,FL
FL,whitfield,Diocese of Venice in Florida,FL
FL,wildwood,Diocese of Orlando,FL
FL,williamsburg,Diocese of Orlando,FL
FL,williston,Diocese of St. Augustine,FL
FL,williston highlands,Diocese of St. Augustine,FL
FL,willow oak,Diocese of Orlando,FL
FL,wilton manors,Archdiocese of Miami,FL
FL,wimauma,Diocese of St. Petersburg,FL
FL,windermere,Diocese of Orlando,FL
FL,winston,Diocese of Orlando,FL
FL,winter beach,Diocese of Palm Beach,FL
FL,winter garden,Diocese of Orlando,FL
FL,winter haven,Diocese of Orlando,FL
FL,winter park,Diocese of Orlando,FL
FL,winter springs,Diocese of Orlando,FL
FL,wiscon,Diocese of St. Petersburg,FL
FL,woodlawn beach,Diocese of Pensacola–Tallahassee,FL
FL,woodville,Diocese of Pensacola–Tallahassee,FL
FL,worthington springs,Diocese of St. Augustine,FL
FL,wright,Diocese of Pensacola–Tallahassee,FL
FL,yalaha,Diocese of Orlando,FL
FL,yankeetown,Diocese of St. Augustine,FL
FL,youngstown,Diocese of Pensacola–Tallahassee,FL
FL,yulee,Diocese of St. Augustine,FL
FL,zellwood,Diocese of Orlando,FL
FL,zephyrhills,Diocese of St. Petersburg,FL
FL,zephyrhills north,Diocese of St. Petersburg,FL
FL,zephyrhills south,Diocese of St. Petersburg,FL
FL,zephyrhills west,Diocese of St. Petersburg,FL
FL,zolfo springs,Diocese of Venice in Florida,FL
GA,abbeville,Diocese of Savannah,GA
GA,acworth,Archdiocese of Atlanta,GA
GA,adairsville,Archdiocese of Atlanta,GA
GA,adel,Diocese of Savannah,GA
GA,adrian,Diocese of Savannah,GA
GA,ailey,Diocese of Savannah,GA
GA,alamo,Diocese of Savannah,GA
GA,alapaha,Diocese of Savannah,GA
GA,albany,Diocese of Savannah,GA
GA,allenhurst,Diocese of Savannah,GA
GA,alma,Diocese of Savannah,GA
GA,alpharetta,Archdiocese of Atlanta,GA
GA,alto,Archdiocese of Atlanta,GA
GA,ambrose,Diocese of Savannah,GA
GA,americus,Diocese of Savannah,GA
GA,arabi,Diocese of Savannah,GA
GA,aragon,Archdiocese of Atlanta,GA
GA,arcade,Archdiocese of Atlanta,GA
GA,arlington,Diocese of Savannah,GA
GA,arnoldsville,Archdiocese of Atlanta,GA
GA,ashburn,Diocese of Savannah,GA
GA,athens,Archdiocese of Atlanta,GA
GA,atlanta,Archdiocese of Atlanta,GA
GA,attapulgus,Diocese of Savannah,GA
GA,auburn,Archdiocese of Atlanta,GA
GA,augusta,Diocese of Savannah,GA
GA,austell,Archdiocese of Atlanta,GA
GA,avondale estates,Archdiocese of Atlanta,GA
GA,baconton,Diocese of Savannah,GA
GA,bainbridge,Diocese of Savannah,GA
GA,baldwin,Archdiocese of Atlanta,GA
GA,ball ground,Archdiocese of Atlanta,GA
GA,barnesville,Archdiocese of Atlanta,GA
GA,barwick,Diocese of Savannah,GA
GA,baxley,Diocese of Savannah,GA
GA,belvedere park,Archdiocese of Atlanta,GA
GA,berkeley lake,Archdiocese of Atlanta,GA
GA,berlin,Diocese of Savannah,GA
GA,bethlehem,Archdiocese of Atlanta,GA
GA,between,Archdiocese of Atlanta,GA
GA,bibb city,Diocese of Savannah,GA
GA,blackshear,Diocese of Savannah,GA
GA,blairsville,Archdiocese of Atlanta,GA
GA,blakely,Diocese of Savannah,GA
GA,bloomingdale,Diocese of Savannah,GA
GA,blue ridge,Archdiocese of Atlanta,GA
GA,blue ridge manor,Archdiocese of Atlanta,GA
GA,blythe,Diocese of Savannah,GA
GA,bogart,Archdiocese of Atlanta,GA
GA,bonanza,Archdiocese of Atlanta,GA
GA,boston,Diocese of Savannah,GA
GA,bostwick,Archdiocese of Atlanta,GA
GA,bowdon,Archdiocese of Atlanta,GA
GA,bowersville,Archdiocese of Atlanta,GA
GA,bowman,Archdiocese of Atlanta,GA
GA,braselton,Archdiocese of Atlanta,GA
GA,braswell,Archdiocese of Atlanta,GA
GA,bremen,Archdiocese of Atlanta,GA
GA,bronwood,Diocese of Savannah,GA
GA,brookhaven,Archdiocese of Atlanta,GA
GA,brooklet,Diocese of Savannah,GA
GA,brooks,Archdiocese of Atlanta,GA
GA,broxton,Diocese of Savannah,GA
GA,brunswick,Diocese of Savannah,GA
GA,buchanan,Archdiocese of Atlanta,GA
GA,buena vista,Diocese of Savannah,GA
GA,buford,Archdiocese of Atlanta,GA
GA,butler,Diocese of Savannah,GA
GA,byromville,Diocese of Savannah,GA
GA,byron,Diocese of Savannah,GA
GA,cadwell,Diocese of Savannah,GA
GA,cairo,Diocese of Savannah,GA
GA,calhoun,Archdiocese of Atlanta,GA
GA,camilla,Diocese of Savannah,GA
GA,candlermcafee,Archdiocese of Atlanta,GA
GA,canon,Archdiocese of Atlanta,GA
GA,canton,Archdiocese of Atlanta,GA
GA,carnesville,Archdiocese of Atlanta,GA
GA,carrollton,Archdiocese of Atlanta,GA
GA,cartersville,Archdiocese of Atlanta,GA
GA,cave spring,Archdiocese of Atlanta,GA
GA,cedartown,Archdiocese of Atlanta,GA
GA,centerville,Diocese of Savannah,GA
GA,centralhatchee,Archdiocese of Atlanta,GA
GA,chamblee,Archdiocese of Atlanta,GA
GA,chatsworth,Archdiocese of Atlanta,GA
GA,chattahoochee hills,Archdiocese of Atlanta,GA
GA,chattanooga valley,Archdiocese of Atlanta,GA
GA,chauncey,Diocese of Savannah,GA
GA,chester,Diocese of Savannah,GA
GA,chickamauga,Archdiocese of Atlanta,GA
GA,clarkesville,Archdiocese of Atlanta,GA
GA,clarkston,Archdiocese of Atlanta,GA
GA,claxton,Diocese of Savannah,GA
GA,clayton,Archdiocese of Atlanta,GA
GA,clermont,Archdiocese of Atlanta,GA
GA,cleveland,Archdiocese of Atlanta,GA
GA,cobbtown,Diocese of Savannah,GA
GA,cochran,Diocese of Savannah,GA
GA,cohutta,Archdiocese of Atlanta,GA
GA,colbert,Archdiocese of Atlanta,GA
GA,college park,Archdiocese of Atlanta,GA
GA,collins,Diocese of Savannah,GA
GA,colquitt,Diocese of Savannah,GA
GA,columbus,Diocese of Savannah,GA
GA,comer,Archdiocese of Atlanta,GA
GA,commerce,Archdiocese of Atlanta,GA
GA,concord,Archdiocese of Atlanta,GA
GA,conley,Archdiocese of Atlanta,GA
GA,conyers,Archdiocese of Atlanta,GA
GA,coolidge,Diocese of Savannah,GA
GA,cordele,Diocese of Savannah,GA
GA,cornelia,Archdiocese of Atlanta,GA
GA,covington,Archdiocese of Atlanta,GA
GA,crawford,Archdiocese of Atlanta,GA
GA,crawfordville,Archdiocese of Atlanta,GA
GA,cumming,Archdiocese of Atlanta,GA
GA,cusseta,Diocese of Savannah,GA
GA,cuthbert,Diocese of Savannah,GA
GA,dacula,Archdiocese of Atlanta,GA
GA,dahlonega,Archdiocese of Atlanta,GA
GA,dallas,Archdiocese of Atlanta,GA
GA,dalton,Archdiocese of Atlanta,GA
GA,danielsville,Archdiocese of Atlanta,GA
GA,darien,Diocese of Savannah,GA
GA,dasher,Diocese of Savannah,GA
GA,davisboro,Diocese of Savannah,GA
GA,dawson,Diocese of Savannah,GA
GA,dawsonville,Archdiocese of Atlanta,GA
GA,dearing,Archdiocese of Atlanta,GA
GA,decatur,Archdiocese of Atlanta,GA
GA,deenwood,Diocese of Savannah,GA
GA,demorest,Archdiocese of Atlanta,GA
GA,dexter,Diocese of Savannah,GA
GA,dillard,Archdiocese of Atlanta,GA
GA,dock junction,Diocese of Savannah,GA
GA,doerun,Diocese of Savannah,GA
GA,donalsonville,Diocese of Savannah,GA
GA,doraville,Archdiocese of Atlanta,GA
GA,douglas,Diocese of Savannah,GA
GA,douglasville,Archdiocese of Atlanta,GA
GA,druid hills,Archdiocese of Atlanta,GA
GA,dublin,Diocese of Savannah,GA
GA,dudley,Diocese of Savannah,GA
GA,duluth,Archdiocese of Atlanta,GA
GA,dunwoody,Archdiocese of Atlanta,GA
GA,east dublin,Diocese of Savannah,GA
GA,east ellijay,Archdiocese of Atlanta,GA
GA,east griffin,Archdiocese of Atlanta,GA
GA,east newnan,Archdiocese of Atlanta,GA
GA,east point,Archdiocese of Atlanta,GA
GA,eastman,Diocese of Savannah,GA
GA,eatonton,Archdiocese of Atlanta,GA
GA,edison,Diocese of Savannah,GA
GA,elberton,Archdiocese of Atlanta,GA
GA,ellaville,Diocese of Savannah,GA
GA,ellijay,Archdiocese of Atlanta,GA
GA,emerson,Archdiocese of Atlanta,GA
GA,empire,Diocese of Savannah,GA
GA,enigma,Diocese of Savannah,GA
GA,ephesus,Archdiocese of Atlanta,GA
GA,epworth,Archdiocese of Atlanta,GA
GA,eton,Archdiocese of Atlanta,GA
GA,euharlee,Archdiocese of Atlanta,GA
GA,evans,Diocese of Savannah,GA
GA,experiment,Archdiocese of Atlanta,GA
GA,fair oaks,Archdiocese of Atlanta,GA
GA,fairburn,Archdiocese of Atlanta,GA
GA,fairmount,Archdiocese of Atlanta,GA
GA,fairview,Archdiocese of Atlanta,GA
GA,fargo,Diocese of Savannah,GA
GA,fayetteville,Archdiocese of Atlanta,GA
GA,firing range,Archdiocese of Atlanta,GA
GA,fitzgerald,Diocese of Savannah,GA
GA,flemington,Diocese of Savannah,GA
GA,flovilla,Archdiocese of Atlanta,GA
GA,flowery branch,Archdiocese of Atlanta,GA
GA,folkston,Diocese of Savannah,GA
GA,forest park,Archdiocese of Atlanta,GA
GA,forsyth,Archdiocese of Atlanta,GA
GA,fort gaines,Diocese of Savannah,GA
GA,fort oglethorpe,Archdiocese of Atlanta,GA
GA,fort stewart,Diocese of Savannah,GA
GA,fort valley,Diocese of Savannah,GA
GA,franklin,Archdiocese of Atlanta,GA
GA,franklin springs,Archdiocese of Atlanta,GA
GA,funston,Diocese of Savannah,GA
GA,gainesville,Archdiocese of Atlanta,GA
GA,garden city,Diocese of Savannah,GA
GA,georgetown,Diocese of Savannah,GA
GA,gibson,Diocese of Savannah,GA
GA,glennville,Diocese of Savannah,GA
GA,glenwood,Diocese of Savannah,GA
GA,gordon,Diocese of Savannah,GA
GA,grantville,Archdiocese of Atlanta,GA
GA,gray,Diocese of Savannah,GA
GA,grayson,Archdiocese of Atlanta,GA
GA,greensboro,Archdiocese of Atlanta,GA
GA,greenville,Archdiocese of Atlanta,GA
GA,gresham park,Archdiocese of Atlanta,GA
GA,griffin,Archdiocese of Atlanta,GA
GA,grovetown,Diocese of Savannah,GA
GA,gumlog,Archdiocese of Atlanta,GA
GA,guyton,Diocese of Savannah,GA
GA,hagan,Diocese of Savannah,GA
GA,hahira,Diocese of Savannah,GA
GA,hamilton,Diocese of Savannah,GA
GA,hampton,Archdiocese of Atlanta,GA
GA,hannahs mill,Archdiocese of Atlanta,GA
GA,hapeville,Archdiocese of Atlanta,GA
GA,hardwick,Archdiocese of Atlanta,GA
GA,harlem,Diocese of Savannah,GA
GA,harrison,Diocese of Savannah,GA
GA,hartwell,Archdiocese of Atlanta,GA
GA,hawkinsville,Diocese of Savannah,GA
GA,hazlehurst,Diocese of Savannah,GA
GA,helen,Archdiocese of Atlanta,GA
GA,helena,Diocese of Savannah,GA
GA,henderson,Diocese of Savannah,GA
GA,hephzibah,Diocese of Savannah,GA
GA,hiawassee,Archdiocese of Atlanta,GA
GA,higgston,Diocese of Savannah,GA
GA,hiltonia,Diocese of Savannah,GA
GA,hinesville,Diocese of Savannah,GA
GA,hiram,Archdiocese of Atlanta,GA
GA,hoboken,Diocese of Savannah,GA
GA,hogansville,Archdiocese of Atlanta,GA
GA,holly springs,Archdiocese of Atlanta,GA
GA,homeland,Diocese of Savannah,GA
